,AAPL,AMZN,COST,MSFT,NFLX,NVDA,TSLA,risk_free
2021-08-26,147.5399932861328,165.8000030517578,449.30999755859375,299.0899963378906,550.1199951171875,220.67999267578125,233.72000122070312,1.1168830584495453
2021-09-02,153.64999389648438,173.156005859375,460.9700012207031,301.1499938964844,588.5499877929688,223.9600067138672,244.1300048828125,1.117516377881174
2021-09-09,154.07000732421875,174.20799255371094,465.9400024414063,297.25,597.5399780273438,221.7700042724609,251.6199951171875,1.1181500564314228
2021-09-16,148.7899932861328,174.41200256347656,463.30999755859375,305.2200012207031,586.5,222.4199981689453,252.3300018310547,1.1187840943039267
2021-09-23,146.8300018310547,170.8000030517578,452.7799987792969,299.5599975585937,593.260009765625,224.82000732421875,251.2133331298828,1.1194184917024363
2021-09-30,141.5,164.2519989013672,449.3500061035156,281.9200134277344,610.3400268554688,207.16000366210935,258.49334716796875,1.1200532488308181
2021-10-07,143.2899932861328,165.1215057373047,452.8699951171875,294.8500061035156,631.8499755859375,210.75,264.53668212890625,1.120688365893054
2021-10-14,143.75999450683594,164.9929962158203,450.6600036621094,302.75,633.7999877929688,217.4600067138672,272.7733459472656,1.1213238430932415
2021-10-21,149.47999572753906,171.75050354003906,477.2300109863281,310.760009765625,653.1599731445312,226.9199981689453,298.0,1.121959680635594
2021-10-28,152.57000732421875,172.32850646972656,490.5299987792969,324.3500061035156,674.0499877929688,249.41000366210935,359.0133361816406,1.1225958787244406
2021-11-04,150.9600067138672,173.85000610351562,515.6199951171875,336.44000244140625,668.4000244140625,298.010009765625,409.9700012207031,1.123232437564226
2021-11-11,147.8699951171875,173.625,512.1799926757812,332.42999267578125,657.5800170898438,303.8999938964844,354.5033264160156,1.123869357359511
2021-11-18,157.8699951171875,184.8029937744141,529.3699951171875,341.2699890136719,682.02001953125,316.75,365.4599914550781,1.124506638314973
2021-11-25,161.94000244140625,179.02049255371094,549.72998046875,337.9100036621094,658.2899780273438,326.739990234375,372.0,1.1251442806354046
2021-12-02,163.75999450683594,171.8679962158203,525.510009765625,329.489990234375,616.469970703125,321.260009765625,361.5333251953125,1.1257822845257148
2021-12-09,174.55999755859375,174.17100524902344,524.3300170898438,333.1000061035156,611.0,304.8999938964844,334.6000061035156,1.126420650190929
2021-12-16,172.25999450683594,168.87100219726562,552.6300048828125,324.8999938964844,591.0599975585938,283.8699951171875,308.97332763671875,1.1270593778361888
2021-12-23,176.27999877929688,171.06849670410156,550.3699951171875,334.69000244140625,614.0900268554688,296.3999938964844,355.6666564941406,1.1276984676667516
2021-12-30,178.1999969482422,168.64450073242188,563.9099731445312,339.32000732421875,612.0900268554688,295.8599853515625,356.7799987792969,1.1283379198879921
2022-01-06,172.0,163.25399780273438,549.7999877929688,313.8800048828125,553.2899780273438,281.7799987792969,354.8999938964844,1.1289777347054009
2022-01-13,172.19000244140625,161.21400451660156,516.8800048828125,304.79998779296875,519.2000122070312,265.75,343.85333251953125,1.1296179123245849
2022-01-20,164.50999450683594,151.66749572753906,482.8200073242188,301.6000061035156,508.25,241.5,332.0899963378906,1.130258452951268
2022-01-27,159.22000122070312,139.6374969482422,482.5199890136719,299.8399963378906,386.7000122070313,219.44000244140625,276.3666687011719,1.1308993567912908
2022-02-03,172.89999389648438,138.8455047607422,521.77001953125,301.25,405.6000061035156,239.47999572753903,297.0466613769531,1.1315406240506105
2022-02-10,172.1199951171875,159.0034942626953,518.47998046875,302.3800048828125,406.2699890136719,258.239990234375,301.51666259765625,1.132182254935301
2022-02-17,168.8800048828125,154.65249633789062,515.010009765625,290.7300109863281,386.6700134277344,245.07000732421875,292.1166687011719,1.1328242496515526
2022-02-24,162.74000549316406,151.35800170898438,505.5799865722656,294.5899963378906,390.0299987792969,237.47999572753903,266.92333984375,1.1334666084056737
2022-03-03,166.22999572753906,147.89849853515625,533.0499877929688,295.9200134277344,368.0700073242188,237.13999938964844,279.7633361816406,1.1341093314040889
2022-03-10,158.52000427246094,146.8175048828125,532.719970703125,285.5899963378906,356.7699890136719,226.5800018310547,279.4333190917969,1.1347524188533398
2022-03-17,160.6199951171875,157.23899841308594,552.7899780273438,295.2200012207031,371.3999938964844,247.66000366210935,290.5333251953125,1.135395870960085
2022-03-24,174.07000732421875,163.64950561523438,558.1099853515625,304.1000061035156,375.7099914550781,281.5,337.97332763671875,1.1360396879311012
2022-03-31,174.61000061035156,162.99749755859375,575.8499755859375,308.3099975585937,374.5899963378906,272.8599853515625,359.20001220703125,1.1366838699732813
2022-04-07,172.13999938964844,157.7845001220703,608.0499877929688,301.3699951171875,362.1499938964844,242.0800018310547,352.4200134277344,1.1373284172936358
2022-04-14,165.2899932861328,151.7064971923828,590.3900146484375,279.8299865722656,341.1300048828125,212.5800018310547,328.3333435058594,1.1379733300992931
2022-04-21,166.4199981689453,148.29600524902344,591.739990234375,280.8099975585937,218.22000122070312,201.8300018310547,336.260009765625,1.1386186085974983
2022-04-28,163.63999938964844,144.59649658203125,562.0,289.6300048828125,199.5200042724609,197.82000732421875,292.5033264160156,1.1392642529956147
2022-05-05,156.77000427246094,116.40699768066406,517.3200073242188,277.3500061035156,188.32000732421875,188.44000244140625,291.09332275390625,1.1399102635011225
2022-05-12,142.55999755859375,106.93049621582033,486.1799926757813,255.3500061035156,174.30999755859375,161.75,242.6666717529297,1.1405566403216203
2022-05-19,137.35000610351562,107.31900024414062,422.9299926757813,253.13999938964844,183.47999572753903,171.24000549316406,236.47332763671875,1.1412033836648237
2022-05-26,143.77999877929688,111.07749938964844,464.989990234375,265.8999938964844,191.3999938964844,178.50999450683594,235.91000366210935,1.1418504937385667
2022-06-02,151.2100067138672,125.51100158691406,487.6099853515625,274.5799865722656,205.08999633789065,195.9199981689453,258.3333435058594,1.1424979707508005
2022-06-09,142.63999938964844,116.1500015258789,472.0499877929688,264.7900085449219,192.7700042724609,180.47999572753903,239.7066650390625,1.143145814909595
2022-06-16,130.05999755859375,103.66000366210938,451.760009765625,244.97000122070312,173.35000610351562,156.00999450683594,213.1000061035156,1.1437940264231372
2022-06-23,138.27000427246094,112.44000244140624,475.0,258.8599853515625,181.7100067138672,162.25,235.07000732421875,1.1444426054997332
2022-06-30,136.72000122070312,106.20999908447266,479.2799987792969,256.8299865722656,174.8699951171875,151.58999633789062,224.47332763671875,1.145091552347806
2022-07-07,146.35000610351562,116.33000183105467,494.9500122070313,268.3999938964844,189.2700042724609,158.5800018310547,244.5433349609375,1.145740867175898
2022-07-14,148.47000122070312,110.62999725341795,511.9400024414063,254.0800018310547,174.77999877929688,153.72000122070312,238.31333923339844,1.1463905501926688
2022-07-21,155.35000610351562,124.62999725341795,529.4600219726562,264.8399963378906,223.8800048828125,180.5,271.7066650390625,1.147040601606897
2022-07-28,157.35000610351562,122.27999877929688,536.1799926757812,276.4100036621094,226.0200042724609,179.83999633789062,280.8999938964844,1.1476910216274794
2022-08-04,165.80999755859375,142.57000732421875,543.280029296875,283.6499938964844,229.91000366210935,192.1499938964844,308.6333312988281,1.148341810463431
2022-08-11,168.49000549316406,140.63999938964844,532.2000122070312,287.0199890136719,242.6999969482422,179.4199981689453,286.6300048828125,1.148992968323886
2022-08-18,174.14999389648438,142.3000030517578,560.9600219726562,290.1700134277344,245.1699981689453,187.72999572753903,302.8699951171875,1.1496444954180962
2022-08-25,170.02999877929688,137.27999877929688,550.77001953125,278.8500061035156,233.97999572753903,179.1300048828125,296.07000732421875,1.1502963919554332
2022-09-01,157.9600067138672,127.81999969482422,529.1699829101562,260.3999938964844,230.0399932861328,139.3699951171875,277.1600036621094,1.150948658145386
2022-09-08,154.4600067138672,129.82000732421875,529.1199951171875,258.5199890136719,227.44000244140625,139.89999389648438,289.260009765625,1.1516012941975637
2022-09-15,152.3699951171875,126.27999877929688,503.5,245.3800048828125,235.3800048828125,129.2899932861328,303.75,1.1522543003216934
2022-09-22,152.74000549316406,117.30999755859376,487.1700134277344,240.97999572753903,237.0500030517578,125.61000061035156,288.5899963378906,1.1529076767276214
2022-09-29,142.47999572753906,114.8000030517578,478.9800109863281,237.5,239.7100067138672,122.1999969482422,268.2099914550781,1.1535614236253129
2022-10-06,145.42999267578125,120.3000030517578,482.489990234375,246.7899932861328,240.0200042724609,131.3000030517578,238.1300048828125,1.1542155412248523
2022-10-13,142.99000549316406,112.52999877929688,467.989990234375,234.2400054931641,232.50999450683597,119.5999984741211,221.72000122070312,1.1548700297364431
2022-10-20,143.38999938964844,115.25,464.6199951171875,236.1499938964844,268.1600036621094,121.94000244140624,207.27999877929688,1.155524889370408
2022-10-27,144.8000030517578,110.95999908447266,496.5400085449219,226.75,296.94000244140625,131.75999450683594,225.08999633789065,1.1561801203371889
2022-11-03,138.8800048828125,89.30000305175781,486.2900085449219,214.25,269.0599975585937,134.2100067138672,215.30999755859372,1.156835722847347
2022-11-10,146.8699951171875,96.62999725341795,513.1300048828125,242.97999572753903,274.9700012207031,157.5,190.72000122070312,1.1574916971115627
2022-11-17,150.72000122070312,94.8499984741211,521.3200073242188,241.67999267578125,295.2799987792969,156.77000427246094,183.1699981689453,1.1581480433406366
2022-11-24,151.07000732421875,94.12999725341795,534.489990234375,247.5800018310547,291.5,165.19000244140625,183.1999969482422,1.158804761745488
2022-12-01,148.30999755859375,95.5,503.8599853515625,254.69000244140625,316.95001220703125,171.35000610351562,194.6999969482422,1.159461852537156
